id,ean13,description,unit_id,number,brand,category_id
2685,"7896419500216","Cafe Tostado Molido Expreso Casa Segafredo x 250 Gr",1,250,"SEGAFREDO",\N
2686,"4005808307326","Antitranspiratne Rollon Silver Protect Nivea X50Cc",2,50,"NIVEA",\N
2687,"7792070001041","Aceituna Nucete Verdes en Salmuera x 190.00 Gr",1,190,"NUCETE",\N
2688,"7891150022058","Jabon Tocador Antibacterial Lifebuoy Fresh Cja 70 Grm",1,70,"LIFEBUOY",\N
2689,"7790064000230","Algodon Estrella Premium Paquete x 75 Gr",1,75,"ESTRELLA",\N
2690,"7798048720372","Lentejas Don Elio Rojas Peladas Bolsa x 400 Gr",1,400,"ELIO",\N
2691,"7891167022218","Caballa en Aceite Gomes Da Costa x 330 Gr",1,330,"GOMES DA COSTA",\N
2692,"7891024132647","Crema Dental Sensitive Pro Alivio Colgate x 110Grs",1,110,"COLGATE",\N
2693,"7790070320292","Fideos Tallarin Fortificado Favorita x 500 Gr",5,1,"FAVORITA",\N
2694,"7791290012165","Detergente Limon Active Gel Gelif Cif x 600 Cc",2,600,"CIF",\N
2695,"7509546048338","Crema Dental Spiderman Colgate x 75 Cc",1,100,"COLGATE",\N
2696,"7790990586969","Jabon de Tocador Secreto Cremoso Limol x 270.00 Gr",1,270,"LIMOL",\N
2697,"7790900016074","Antihumedad Air Purrto Neutro Caja x 250 Gr",1,250,"AIREPUR",\N
2698,"7790990494134","Lavavajilla Ultra Limon Te Verde Zorro x 600 Cc",1,600,"ZORRO",\N
2699,"7791293030807","Shampoo Sedal Balance 340 Ml",2,340,"SEDAL",\N
2700,"7792070000549","Aceitunas Verdes N 5 Nucete x 800 Gr",1,800,"NUCETE",\N
2701,"7790284000065","Cera Depilatoria Vegetal Datril Pote x 140 Gr",1,140,"DATRIL",\N
2702,"7793360101410","Jugo en Polvo Manzana Verde Bc La Campagnola x 9Gr",1,9,"BC",\N
2703,"7790203000398","Arroz Largo Fino Aromatico Noble x 1 Kg",1,1000,"NOBLE",\N
2704,"7792129001992","Edulcorante Sobres C Sucralosa Sucaryl x 200 Uni",1,200,"SUCARYL",\N
2705,"7798128560690","Mermelada de Higo Diet Favaloro x 390 Gr",1,390,"FAVALORO",\N
2706,"7795646145415","Desodorante Le 2012 Corporal en Aerosol Adidas x 150.00 Ml",2,150,"ADIDAS",\N
2707,"7790753744032","Barra de Cereal Cereanola Surtido 6 Un Est x 130 Gr",5,6,"CEREANOLA",\N
2708,"7793817000495","Dulce de Manzanas x 454 Gr",1,454,"O MARCAS",\N
2709,"7792750000296","Merluza en Aceite 0380Grs Marbella sin Asignar. x 380.00 Gr",1,380,"MARBELLA",\N
2710,"8004708082247","Aji Picante San Giorgio Peperoncino Est 5 Grm",1,5,"SAN GIORGIO",\N
2711,"7792129003286","Alimento Dietetico Equalsweet a Base de Azucar, Stevia y Sucralosa x 500.00 Gr",1,500,"EQUALSWEET",\N
2712,"7798062548709","Agua Saborizada Manzana sin Gas Vds Levite x 1.5Lt",6,1500,"VILLA DEL SUR LEVITE",\N
2713,"7792900009254","Pimienta en Grano Dos Anclas Negra x 50 Gr",1,50,"DOS ANCLAS",\N
2714,"7794000960091","Mayonesa Doypack Hellmanns x 475 Cc",3,0.48,"HELLMANN`S",\N
2715,"7791819000420","Acondicionador Hadibell Ceramidas x 950 Cc",2,950,"DOVE",\N
2716,"7790070411778","Arroz Gallo Risotto Especial x 0.20 Kg",3,0.2,"GALLO",\N
2717,"7793360101571","Jugo en Polvo Mandarina Bc La Campagnola x 9 Grs",1,9,"BC",\N
2718,"7790520018052","Desodorante de Ambientes Glade Aceites Naturales Floral Perfection 2 x 549.00 Cc",6,549,"GLADE ACEITES NATURALES",\N
2719,"7798128000691","Galletas Harina Integral con Avena y Chips Cachafaz 225 Gr",1,225,"CACHAFAZ",\N
2721,"7790202000221","Caballa Pennisi al Natural x 380.00 Gr",1,380,"PENNISI",\N
2722,"7791130146913","Limpiador Cocina Naranja Procenex Gatillo x 500 Ml",2,500,"PROCENEX",\N
2723,"7506339343700","Detergente Power Limon Magistral x 300 Cc",6,300,"MAGISTRAL",\N
2724,"7798108347600","Alcohol en Gel Carrefour x 100 Cc",2,100,"CARREFOUR",\N
2725,"7622300872786","Galletita Cerealitas Granola x 231.00 Gr",1,231,"CEREALITAS",\N
2726,"7798108347952","Agua Mineral con Gas Carrefour x 1.5 Lt.",6,1500,"CARREFOUR",\N
2727,"7798031154115","Fideos Tirabuzon Knorr x 500 Gr",1,500,"KNORR",\N
2728,"7790130000034","Vinagre de Alcohol Menoyo x 500 Cc",6,500,"MENOYO",\N
2729,"7791293024097","Jabon Bar Acqua Fresh Rexona x 125.00 Gr",1,125,"REXONA",\N
2730,"7501056340117","Crema Peinar Liso Perfecto 12X300Ml Sedal Tratamientos x 321.00 Gr",1,321,"SEDAL",\N
2732,"7790060027040","Aceite de Oliva Suave en Lata Lira x 500 Cc",6,500,"LIRA",\N
2733,"7791337530904","Postre Crema Americana Danette 2 x 95 Grs",1,190,"DANETTE",\N
2734,"7500435013796","Acondicionador Hidro Cauterizacion Max Pro V Pantene x 400 Ml",6,400,"PANTENE",\N
2735,"7791969029807","Antitranspirante Aero Sensitive Nivea x 150 Cc",2,150,"NIVEA",\N
2736,"7793530000116","Chucrut Frasco Los Montes x 360 Gr",1,360,"LOS MONTES",\N
2737,"7792640002416","Acondicionador Capilatis Cabellos Teñidos x 420 Cc (S)",2,420,"CAPILATIS",\N
2738,"7791293027920","Desodorante B Spray Masc Air Patrichs x 241 Cc",1,155,"PATRICHS",\N
2739,"0038000846861","Papas Fritas Pringles Barbacoa Lata x 137 Gr",1,137,"PRINGLES",\N
2740,"0029000072800","Mani Tostado Planters con Miel Lata x 340 Gr",1,340,"PLANTERS",\N
2741,"7506309839110","Apdo Old Spice Old Spice Bodyspray 107Grx12It x 107.00 Gr",1,107,"OLD SPICE",\N
2742,"7790520011954","Limpiador para Pisos Vainilla 3 en 1 Blem x 900 Cc",6,900,"BLEM",\N
2743,"7798100662060","Arvejas Secas Remojadas Tetra Canale x 340 Gr",1,203,"CANALE",\N
2744,"7790150695944","Edulcorante en Sobre con Aspartamo Tuy x 100 Un",5,100,"TUY",\N
2745,"7790250057802","Panos de Papel Doblados Caja Practica Sussexx80Uni",5,80,"SUSSEX",\N
2746,"7506339347159","Shampoo Brillo Extremo Maxpro V Pantene x 750 Ml",2,750,"PANTENE",\N
2747,"7798159716707","Queso Carrefour Rallado Bolsa 120 Gr",1,120,"CARREFOUR",\N
2748,"7790520009616","Desinfectante Ambiente Lysoform Bebe Aerosol x 390 Ml",2,390,"LYSOFORM",\N
2749,"7790070411556","Rebozador con Harina Preferido x 1 Kg",3,1,"PREFERIDO",\N
2750,"7790520019127","Desodorante para Auto Glade Auto Sport Auto Nuevo Blister x Rto 7 Ml",2,7,"GLADE",\N
2751,"7793008002840","Polvo Decolorante Issue Manzanilla y Calendula Sobre x 1Un",1,30,"ISSUE",\N
2752,"7790740505356","Acondicionador Plusbelle Effect Brillo Sublime x 705.00 Gr",1,705,"PLUSBELLE EFFECT",\N
2753,"7795930000437","Agua Saborizada Pomelo S Gas Awafrut Pet x 500 Cc",6,500,"AWAFRUT",\N
2754,"8001250120915","Fideos Guiseros Sem. de Cecco Orechiette Paq x 500 Grm",1,500,"DE CECCO",\N
2755,"7790080068450","Yogur Entero Cremoso Vainilla Sancor Yogs 2 x 120 Gr",1,240,"SANCOR YOGS",\N
2756,"7506309845784","Jabon Liquido Capsul 3En1 Pods Ariel 31 Cu",5,31,"ARIEL",\N
2757,"7899706115049","Coloracion Nutrisse T 44 Cja x 1 Uni",5,1,"NUTRISSE",\N
2758,"7790463000060","Autobrillo Blem Incoloro x 3.77 Cc",6,3.77,"BLEM",\N
2759,"7500435011495","Pañales Talle M Confort Sec Pampers x 26 Un",5,26,"PAMPERS",\N
2760,"7790150160701","Cafe Instantaneo Capuccino Espuma Instantanea Tradicional La Virginia x 0.13 Kg",3,0.13,"LA VIRGINIA",\N
2761,"7790900016678","Antihumedad Aire Pur Tablet Aparato + Rto Vainilla Paquete x 1 U",5,1,"AIREPUR",\N
2762,"7798175714114","(P) Desodorante + Aftershave Blacks Kosiuko X 1Uni",5,1,"KOSIUKO",\N
2763,"7798109282269","Aji Molido 1854 Sobre x 25 Gr",1,25,"1854",\N
2764,"7794000792500","Jugo Ades Durazno Multifruta x 1 Lt",2,1000,"ADES",\N
2766,"0000077930019","Bombon Blanco Suelto Bon o Bon x 1 Un",5,1,"BON O BON",\N
2767,"7798150070020","Aceite Oliva Vero Andino Extra Virgen Bot 500 Ml",2,500,"VERO ANDINO",\N
2768,"7790895063794","Gaseosa Coca Cola Light Pet Retornable x 2 Lt",4,2,"COCA COLA",\N
2769,"7793620003577","Protector Diario Multiform Respirable Kotex X20Uni",5,20,"FEMLIN KOTEX",\N
2770,"7792222042441","Galletitas Orange Banadas Choco Donuts x 78 Grs",1,78,"BONAFIDE",\N
2771,"7795711000144","Tapas de Empanada Villa D Agri x 12 Un",1,280,"VILLA DAGRI",\N
2772,"7790036006383","Jugo Baggio Pronto Naranja Tetrabrik x 330 Cc",6,330,"BAGGIO PRONTO",\N
2773,"7791813423911","Agua Saborizada Limoneto C Gas H2Oh x 2.25 Lt",6,2250,"H2OH!",\N
2774,"7804955820040","Crema para Manos Intensiva Atrix x 150 Cc",2,150,"ATRIX",\N
2775,"7792840003954","Esponja Scotch Brite Cero Rayas Baño Bolsa x 2 Un",5,2,"SCOTCH BRITE",\N
2776,"7792798012947","Cerveza Blanca Quilmes Lata Pack 6 x 473 Cc",5,6,"(BLANK)",\N
2777,"7791293027432","Acondicionador Liso Perfecto Sedal x 350 Cc",2,350,"SEDAL",\N
2778,"7790070508058","Premezcla Lucchetti Torta Frita x 0.51 Kg",3,0.51,"LUCCHETTI",\N
2779,"7792900000107","Aceite Oliva Altavia Trad. Extra Virgen x 500",5,1,"ACEITE OLIVA ALTAVIA",\N
2780,"7790339000699","Pala de Residuos Fiorentina Clip Plus x 1 Un",5,1,"FIORENTINA",\N
2781,"7790681000354","Porotos Alubias La Egipciana Bolsa x 500 Gr",1,500,"LA EGIPCIANA",\N
2782,"7790520010476","Espiral Fuyi Original x 414.00 Cc",6,414,"FUYI",\N
2783,"7793253000899","Limpiador Liquido Solo para Ti Libre Enjuague Poett x 4L",3,4.11,"POETT",\N
2784,"7796039001608","Aceite de Girasol Legitimo Pet x 1.5 Lt",4,1.5,"LEGITIMO",\N
2785,"7798031150964","Fideos Largos Semolados Fideos x 500 Gr",1,500,"(BLANK)",\N
2787,"7790990587003","Jabon de Tocador Multivariedades Experiencia Floral Limol x 270.00 Gr",1,270,"LIMOL",\N
2788,"7798139291033","Harina para Faina Fainax Cja 200 Grm",1,200,"FAINAX",\N
2789,"7622300861070","Jugo en Polvo Manzana Verao x 10 Gr",1,10,"VERAO",\N
2790,"7793940064005","Leche en Polvo Entera Deslact La Serenisima x 500 Gr",1,500,"LA SER.BAJO CONT.DE LACTOSA",\N
2791,"7622300739249","Postre Royal Chocolate x 0.00 Gr",1,0,"ROYAL",\N
2792,"0000075051433","Desodorante Antitranspirante Masculino Roll On Clima Cool Adidas x 50 Cc",6,50,"ADIDAS",\N
2793,"7794626004643","Pañales Descartables Huggies x 9.00 Pc",5,9,"DIAPER HUGGIES",\N
2794,"7791014003004","Gel Intimo Tulipan Clasico Blister x 30 Ml",2,30,"TULIPAN",\N
2795,"7501058610652","Leche en Polvo Nan Opti-Pro 3 Lat x 800 Gr",1,800,"NAN",\N
2796,"7506339347647","Shampoo de Cabello Head & Shoulders Hs 3in1 400mlx12it Copa Am x 400.00 Ml",2,400,"PANTENE",\N
2797,"7790150540152","Oregano Alicante Ni Alicante Naturalidad Intacta x 25 Gr",3,0.03,"ALICANTE",\N
2799,"7793100120145","Crema Dental Xtreme White 4D Kolynos x 90 Grs",1,90,"KOLYNOS",\N
2800,"7790520012173","Repelente en Crema Off x 200 Grs",3,0.2,"OFF",\N
2801,"7790520009050","Limpiador P Pisos Plastif Floral Blem Dp x 450 Cc",6,450,"BLEM",\N
2802,"7791290010475","Suavizante para Ropa Classic Comfort Botella x 4 Lt",4,4,"COMFORT",\N
2803,"8076808060654","Fideos Guiseros Sem. Barilla Farfalle Cja 500 Grm",1,500,"BARILLA",\N
2804,"7794270002583","Harina Reinharina de Trigo 000 x 1.00 Kg",3,1,"REINHARINA",\N
2805,"7791913000746","Gaseosa Pritty Limon Pet x 2.25 Lt",6,2250,"PRITTY",\N
2806,"7794820901199","Yogur Entero Vainilla Milkaut x 200 Gr",1,200,"MILKAUT",\N
2807,"7798062541731","Agua Saborizada Limonada S Gas Vds Levite x 2.25 L",4,2.32,"VILLA DEL SUR LEVITE",\N
2808,"8076802085738","Fideos Corto Guisero Barilla x 500 Gr",3,0.5,"BARILLA",\N
2809,"7794940000680","Edulcorante Liquido con Sucralosa Hileret Zucra x 200 Cc",6,200,"HILERET",\N
2810,"7798159717476","Lavavajilla Cremoso C Glicerina Carrefour x 750 Cc",6,750,"CARREFOUR",\N
2811,"4005808319695","Crema Nivea Body Milk Piel Extra Seca Botella x 400 Ml",2,400,"NIVEA",\N
2812,"5014271350424","Mermelada de 4 Frutas Frasco St. Dalfour x 284 Gr",1,284,"ST.DALFOUR",\N
2813,"7791600050092","Colonia para Niños Pibes x 80.00 Cc",6,80,"PIBES",\N
2815,"7794820015254","Leche Milkaut Entera UAT Vitamina Tetra x 1000 Cc",4,1,"MILKAUT",\N
2816,"7792640000252","Fijador en Gel Capilatis Ortiga Pomo x 160 Gr",1,160,"CAPILATIS",\N
2817,"7792160040264","Polvo para Gelatina Light Dr. Cormillot Manzana Caja x 30 Gr",1,30,"DR.CORMILLOT",\N
2819,"7790740502485","Acondicionador Antioxidante Plusbelle x 1 Lt",3,1,"PLUSBELLE",\N
2820,"7791337499003","Yogur Descremado con Cereal y Frutilla Ser x 173 Gr",1,173,"SER",\N
2821,"7790150830918","Cacao en Polvo Chocolino Plus Nuevo Envase x 0.80 Kg",3,0.8,"CHOCOLINO",\N
2822,"7790279000018","Arvejas Partidas Ramoneda Bolsa x 500 Gr",1,500,"RAMONEDA",\N
2823,"8003240230895","Molinillo Sal Marina Cannamela Fra x 15 Grm",1,60,"CANNAMELA",\N
2824,"7790070032973","Salchichas Super Vienissima x 5 Uni",3,0.26,"VIENISSIMA",\N
2825,"7790310003626","Galleta Kesbun Pizza Especial Jamon x 100.00 Gr",1,100,"KESBUN",\N
2826,"7790040534209","Galletas Arcor Sabor Vainilla Rellena Frutilla x 72.00 Gr",1,72,"ARCOR",\N
2827,"7791520004151","Jabon Corporal Frescura Total Glicerina Veritas x 120.00 Gr",1,120,"VERITAS",\N
2828,"7798164602620","Salchichas Granja Iris Light Paquete x 5 Uni.",1,171,"GRANJA IRIS LIGHT",\N
2829,"7891150015609","Acondicionador Anticaspa Caida Defense Clear x 438 Ml",1,438,"CLEAR",\N
2830,"7793253110413","Poett Aroma Selections Poett Lavanda de Provenza x 250.00 Gr",1,250,"POETT",\N
2831,"7898587774864","Shampoo Oleo Nutricion Universal Elvive x 200 Ml",2,200,"ELVIVE LOREAL PARIS",\N
2832,"7798062541847","Agua Saborizada Cero Limon S G Levite Vds X2.25 Lt",4,2.32,"VILLA DEL SUR LEVITE CERO",\N
2833,"7790748266204","Atun al Natural Puglisi x 170 Gr",1,170,"PUGLISI",\N
2834,"7795697611167","Cerveza Isenbeck Isenbeck Lata 1X473Cc x 473 Cc",6,473,"ISENBECK",\N
2835,"7791290005310","Ala Matic Multiac Pod Acelerad Ala Matic Matic Poder Acelerador x 1.50 Kg",3,1.5,"ALA MATIC",\N
2836,"7793150000350","Limpiador Nh3 de Amor Botella x 4 Lt",4,4,"NH3",\N
2837,"7790040939400","Galletitas Cracker'S Equilibrio Ser 120 Gr",1,120,"BAGLEY",\N
2838,"7506309805610","Acondicionador Fuerza Rejuvenecedor Head & Shoulders 400 Cc",2,400,"HEAD & SHOULDERS",\N
2839,"7798090240019","Miel Liquida Sweet Nature Frasco x 500 Gr",1,500,"SWEET NATURE",\N
2842,"7506309863269","Acondicionador para Cabello Pantene It Reparacion Rejuv 300Mlx12It x 300.00 Ml",2,300,"PANTENE",\N
2843,"7794000598331","Knorr Sopa Crema Queso Dpl 10X67G Knorr Queso. x 67.00 Gr",1,67,"KNORR",\N
2844,"7622300871550","Polvo para Flan Royal Vainilla Est x 60 Gr",1,60,"ROYAL",\N
2845,"7790250031505","Papel Higienico Humedo Higienol Pocket x 10 Uni",5,240,"HIGIENOL",\N
2846,"7790139003364","Aceto Balsamico Casalta Ahumado x 400 Ml",2,400,"CASALTA",\N
2847,"7793482000332","Dulce de Frambuesa Light Masseube x 260 Gr",6,260,"MASSEUBE",\N
2848,"7791249011003","Chocolate Cadbury Semi Amargo Paq x 72 Grm",1,72,"CADBURY",\N
2849,"7793253001551","Desodorante Poett Intense Lavanda 2U Rep 9G",1,18,"POETT",\N
2850,"7506339347784","Acondicionador Hidratacion Maxpro V Pantene x 200C",2,200,"PANTENE",\N
2851,"7891150014855","Shampoo Caspa Control Clear x 457 Ml",1,457,"CLEAR",\N
2852,"0000077915481","Alfajor Pepitos con Chips Triple Paq x 57 Grm",1,57,"PEPITOS",\N
2853,"7790742162304","Leche Descremada UAT Hierro La Serenisima x 1000 Cc",4,1,"LA SERENISIMA",\N
2854,"7791787000026","Bizcochos & Galletitas Dulces (Gondola) Trio Dulces Scons x 350.00 Gr",1,350,"TRIO",\N
2855,"7795699000082","Huevo Blanco La Castellana x 6 Uni",5,6,"LA CASTELLANA",\N
2856,"7796989074905","Fajitas Rapiditas Clasicas Bimbo x 330 Gr",1,330,"BIMBO",\N
2857,"7702018913664","Antitranspirante Barra Cool Wave Gillette x 82 Grs",1,82,"GILLETTE",\N
2858,"7791199002687","Acondicionador Life + Quality Algas x 950.00 Ml",2,950,"LIFE + QUALITY",\N
2859,"7798159716370","Agua Saborizada Limon C Gas Carrefour Pet x 2 Lt",4,2,"CARREFOUR",\N
2860,"7795323002932","Leche en Polvo Baby 4 para Niños A Par 2 Años La Serenisima x 750 Gr",3,0.75,"LA SERENÍSIMA BABY 4",\N
2861,"7790560000208","Esponja Acero Sed Metal Inoxidable Blister x 2 Un",5,2,"SED METAL",\N
2862,"7790127715521","Aceitunas Negras Cormillot Descarozadas Frasco x 360 Gr",1,360,"CORMILLOT",\N
2863,"7798184940139","Pan Hamburg. . Mol And 220 Gr",1,220,"MOLINOS ANDES",\N
2865,"7790040047013","Galletitas Crackers Lacteadas Criollitas x 118 Grs",1,118,"CRIOLLITAS",\N
2866,"7790377000873","Cebollitas en Vinagre Darama Frasco x 200 Gr",1,200,"DARAMA",\N
2867,"7791293029603","Shampoo ReconstruMlion Completa Dove x 400 Ml",2,400,"DOVE",\N
2868,"7798033332382","Limpiador Liquido Lavanda Carrefour x 900 Cc",6,900,"CARREFOUR",\N
2869,"7891150014589","Acondicionador Anticaspa Suavidad y Brillo Clear x 438 Ml",1,438,"CLEAR",\N
2870,"7622300742676","Galletitas de Chocolate Lincoln x 153 Gr",1,153,"LINCOLN",\N
2871,"7793253060138","Limpiador Poett Refresh Frescura Herbal Repuesto x 0.96 Kg",3,0.96,"POETT",\N
2872,"7793046007364","Mermelada de Frambuesa Light Frasco Cormillot x 390 Gr",1,390,"CORMILLOT",\N
2873,"7791905003663","Agua Lavandina Querubin Aditivada Ropa Blanca x 1.00 Lt",4,1,"QUERUBÍN",\N
2874,"7791520007893","Antitranspirante Masc Aer Control Veritas X152Cc",1,92,"VERITAS",\N
2875,"7790580120108","Polvo para Preparar Postre Godet Vainilla x 140.00 Gr",1,140,"GODET",\N
2876,"7506339347562","Shampoo Hidrocauterizac Maxpro V Pantene x 200 Ml",2,400,"PANTENE",\N
2877,"0047400648289","Maquina de Afeitar Gillette Fusion Blister x 1 Un",5,1,"GILLETTE",\N
2878,"7790895009143","Agua Saborizada Manzana sin Gas Aquarius x 300 Cc",2,300,"AQUARIUS",\N
2879,"7793253318123","Poett Primavera Aromatizantes Poett Primavera x 380.00 Gr",1,380,"POETT",\N
2880,"7791130681193","Limpiador Desinfectante Mentol Espadol x 900 Cc",2,900,"DETTOL ESPADOL",\N
2881,"7798082743887","Polvoron de Naranja Tia Maruca Naranja x 400.00 Gr",1,400,"TÍA MARUCA",\N
2882,"7790742145406","Leche La Serenisima Entera Calcio Vitamina x 1000 Cc",4,1,"LA SERENISIMA",\N
2883,"7790639002478","Agua Saborizada Naranja Cellier Favaloro x 1.5 Lt",4,1.5,"CELLIER FAVALORO",\N
2884,"7792129003309","Edulcorante Liquido Stevia Equalsweet x 200 Cc",2,200,"EQUALSWEET STEVIA",\N
2885,"7790770002108","Protectores Multiestilo Nosotras x 20.00 Un",5,20,"NOSOTRAS",\N
2886,"7792410128803","Granadina Cusenier Granadina x 750.00 Ml",2,750,"CUSENIER",\N
2887,"7891024117958","Jabon Liquido Corporal Palmolive x 250 Ml",2,250,"PALMOLIVE",\N
2888,"7798053656161","Molinillo Indo al Tuco Frasco x 55 Gr",1,55,"INDO",\N
2889,"7790900015121","Desodorante Aire Pur Ambiental Antihumedad Max 2 en 1 La x 350.00 Gr",1,350,"AIRE PUR",\N
2890,"7790080026696","Queso Untable Tentaciones Clasico Tholem x190 Gr",1,190,"THOLEM TENTACIONES",\N
2891,"7791293010823","Acond Sedal Rizos Obed. x 200 Ml",5,1,"ACONDICIONAD",\N
2892,"7793100141263","Enjuague Bucal Colgate Whitening x 250.00 Ml",2,250,"COLGATE",\N
2893,"7791254000108","Te en Hierbas Digestivas en Saquitos Jumala x 25 Un",5,25,"JUMALA",\N
2894,"7791293012063","Antitranspirante Aero Extra Fresh Dove Men x 89Grs",1,89,"DOVE",\N
2895,"7790670050766","Hamburguesa Congelada Express By Paty x 4 Un",5,4,"EXPRESS BY PATY",\N
2896,"7790070506658","Premezcla para Ñoquis Lucchetti Ñoquis x 0.40 Kg",3,0.4,"LUCCHETTI",\N
2897,"7791620009865","Danica Fitacol x 24 Danica Fitacol Margarina 986 x 24.00 Bd",5,24,"DANICA FITACOL",\N
2898,"7792640001822","Mascarilla con Keratina Capilatis Keratina Hair Therapy x 170.00 Gr",1,170,"CAPILATIS",\N
2899,"7791293029979","Crema Dove Post Alis x 350.00 Ml",2,350,"DOVE",\N
2900,"7790309000049","Queso Mozzarella Barraza Cilindro x 500 Gr",1,500,"BARRAZA",\N
2901,"7794560000060","Flan Cotar Light con Cara x 110 Gr",3,0.11,"COTAR",\N
2902,"7899706115001","Coloracion Nutrisse T 30 Cja x 1 Un",5,1,"NUTRISSE",\N
2903,"7790339000057","Escobillon Millenium Plus Fiorentina Escobillon x 1.00 Pc",5,1,"FIORENTINA",\N
2904,"7790310005552","Papa Frita Lay S Maxx Sal x 103.00 Gr",1,103,"LAY´S",\N
2906,"7794000597624","Caldo de Carne Knorr x 6 Uni",1,57,"KNORR",\N
2907,"7790990992791","Jabon en Polvo Be C Suavizante Zorro x 800 Grs",1,800,"ZORRO",\N
2908,"7790036000350","Alimento Vitam. A,B1,C,E Baggio Pronto Pera x 1000.00 Cc",6,1000,"BAGGIO PRONTO",\N
2909,"7792170001040","Barra de Cereal Quaker Mousse de Chocolate 6 Un Est x 126 Gr",1,126,"QUAKER",\N
2910,"7798062541816","Agua Saborizada Cero Limon S G Levite Vds X600Cc",4,0.6,"VILLA DEL SUR LEVITE CERO",\N
2911,"7791004000044","Sal Entrefina Celusal Estuche x 1 Kg",3,1,"CELUSAL",\N
2912,"7790380016205","Barra de Cereal Flow Frutos D/Bosque Yog 6 Un Est x 180 Gr",1,162,"FLOW",\N
2914,"7790520015044","Glade Sense & Spray en Atomizador Lino Fresco Repuest x 12.20 Gr",1,12.2,"GLADE SENSE & SPRAY",\N
2915,"7791875008071","Minimedallon Banado Havanna Doypack x 200 Grs",5,1,"HAVANNA",\N
2916,"7798096056256","Jabon Liquido Doy.Pack.Antiba Spa X320 Ml.",2,320,"SPA",\N
2917,"7896004004051","Cereal Kellness Muslix Paq x 300 Grm",1,300,"KELLOGG'S",\N
2918,"7622300856137","Bolsa Oreo Ba#A Ch 9X12X17G Oreo Bañada x 200.00 Gr",1,200,"OREO",\N
2919,"7798152223141","Te Granulado Instant con Limon Carrefour x 350 Grs",1,360,"CARREFOUR",\N
2920,"0000042126560","Desodorante At.Pearl Beauty B Nivea x 43 Cc",6,43,"NIVEA",\N
2921,"7500435012652","Acondicionador Liso Extrem Max Pro V Pantene x 400 Ml",6,400,"PANTENE",\N
2922,"7793817000570","Dulce de Arandanos x 454 Gr",1,454,"O MARCAS",\N
2923,"7891167022027","Filet de Sardina Linha Gourmet con Pimienta Gomes Da Costa x 85 Gr",1,85,"GOMES DA COSTA",\N
2924,"7613035068452","Cafe Instantaneo Cafe con Leche Nescafe Dolca x 0.18 Kg",3,0.18,"NESCAFE",\N
2925,"7793100130120","Crema Dental Original Noc 10 x 50 Grs",1,50,"NOC 10",\N
2926,"7798159715427","Salsa Napolitana Carrefour Doypack x 340 Gr",1,340,"CARREFOUR",\N
2927,"7794000598409","Knorr Sopa Crema Cebolla Dpl 10X4 Knorr Cebolla. x 48.00 Gr",1,48,"KNORR",\N
2929,"7792900921105","Pimienta Blanca en Grano Layco Sobre x 50 Gr",1,50,"LAYCO",\N
2930,"8004690123133","Fideos Conchiglioni La Molisana x 500 Grs",5,1,"LA MOLISANA",\N
2932,"7790520007421","Limpiadores Antigrasa Lysoform x 500 Cc",6,500,"LYSOFORM",\N
2933,"7790339001429","Cabo Fiorentina Grip Extensible Max x 1 Un",5,1,"FIORENTINA",\N
2934,"7793100111891","Crema Dental Ultra Blanco Colgate x 90 Grs",1,90,"COLGATE",\N
2935,"7506309877617","Acondicionador para Cabello Pantene Cn Rizos Definido 400Mlx12It Arg x 400.00 Ml",2,400,"PANTENE",\N
2936,"7790580105853","Jugo en Polvo Manzana Roja Arcor x 20 Grs",1,20,"ARCOR",\N
2937,"7798105731099","Lima Block 3 Usos Mas Accesorios Bolsa x 1 Un",5,1,"MAS ACCESORIOS",\N
2938,"7792070000068","Aceitunas Nucete Verde con Hueso Manzanilla Premium x 400.00 Gr",1,400,"NUCETE",\N
2939,"7794520442121","Palitos Salados Krach-Itos Paquete x 120 Gr",1,120,"KRANCH-ITOS",\N
2941,"7500435005845","Pañales Talle Peq Supersec Pampers x 30 Uni",5,30,"PAMPERS",\N
2942,"7792900920207","Pimienta Ngr Molida Layco Sobre x 25 Gr",1,25,"LAYCO",\N
2943,"7506195126530","Acondicionador Reparacion Natural Pantene x 400 Cc",6,400,"PANTENE",\N
2944,"7790250015161","Papel Higienico D Hoja Duo Higienol 6 x 50Mts",7,24,"HIGIENOL",\N
2945,"7798105732812","Alicate Cortauñas Bebe Mas Accesorios Blister x 1 Un",5,1,"MAS ACCESORIOS",\N
2946,"7791249451656","Chocolate Shot x 90 Gr",1,90,"SHOT",\N
2947,"7500435012263","Acondicionador Control Caida Max Pro V Pantene x 400 Ml",6,400,"PANTENE",\N
2948,"7794520773126","Palitos Fritos Krach-Itos Bolsa x 120 Gr",1,120,"KRANCH-ITOS",\N
2949,"7794000959965","Mayonesa Ri K Doypack x 242 Gr",1,242,"RI K",\N
2950,"7898587761925","Acondicionador Reparacion Total 5 Elvive x 200 Cc",2,200,"LOREAL PARIS",\N
2951,"7798096055112","Cera Depiladora Estilo Spa Microondas Pote x 200 Gr",1,200,"ESTILO SPA",\N
2952,"0000077939753","Chicle Top Line Seven Strong",5,1656,"SER AGUA",\N
2953,"7792070004523","Aceituna Nucete Verdes en Salmuera x 330.00 Gr",1,330,"NUCETE",\N
2954,"7790550010583","Cafe Molido Tostado Natural Cabrales x 500 Gr",1,500,"CABRALES",\N
